temporada,fase,rodada,grupo,perna,data,mandante,pais_mandante,nome_curto_mandante,visitante,pais_visitante,nome_curto_visitante,gols_mandante,gols_visitante,resultado,gols_intervalo_mandante,gols_intervalo_visitante,penaltis_mandante,penaltis_visitante,vencedor_penaltis,prorrogacao,observacao,fonte
2012,Qualifying,Round 1,,1,2012-01-24,Arsenal de Sarandí,ARG,Arsenal de Sarandí,Sport Huancayo,PER,Sport Huancayo,3.0,0.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Qualifying,Round 1,,1,2012-01-24,El Nacional,ECU,El Nacional,Libertad,PAR,Libertad,1.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Qualifying,Round 1,,1,2012-01-25,Unión Española,CHI,Unión Española,UANL Tigres,MEX,Tigres UANL,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Qualifying,Round 1,,1,2012-01-25,Real Potosí,BOL,Real Potosí,Flamengo RJ,BRA,Flamengo,2.0,1.0,mandante,1.0,1.0,,,,False,,openfootball
2012,Qualifying,Round 1,,1,2012-01-25,Internacional,BRA,Internacional,Once Caldas,COL,Once Caldas,1.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Qualifying,Round 1,,1,2012-01-26,Peñarol,URU,Peñarol,Caracas FC,VEN,Caracas,4.0,0.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Qualifying,Round 1,,2,2012-01-31,Libertad,PAR,Libertad,El Nacional,ECU,El Nacional,4.0,1.0,mandante,3.0,1.0,,,,False,,openfootball
2012,Qualifying,Round 1,,2,2012-01-31,Sport Huancayo,PER,Sport Huancayo,Arsenal de Sarandí,ARG,Arsenal de Sarandí,1.0,1.0,empate,1.0,0.0,,,,False,,openfootball
2012,Qualifying,Round 1,,2,2012-02-01,Flamengo RJ,BRA,Flamengo,Real Potosí,BOL,Real Potosí,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Qualifying,Round 1,,2,2012-02-01,Once Caldas,COL,Once Caldas,Internacional,BRA,Internacional,2.0,2.0,empate,2.0,2.0,,,,False,,openfootball
2012,Qualifying,Round 1,,2,2012-02-02,Caracas FC,VEN,Caracas,Peñarol,URU,Peñarol,1.0,1.0,empate,0.0,1.0,,,,False,,openfootball
2012,Qualifying,Round 1,,2,2012-02-03,UANL Tigres,MEX,Tigres UANL,Unión Española,CHI,Unión Española,2.0,2.0,empate,2.0,1.0,,,,False,,openfootball
2012,Group,,F,1,2012-02-09,Internacional,BRA,Internacional,Juan Aurich,PER,Juan Aurich,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,F,1,2012-02-15,The Strongest,BOL,The Strongest,Santos FC,BRA,Santos,2.0,1.0,mandante,1.0,1.0,,,,False,,openfootball
2012,Group,,F,1,2012-02-23,The Strongest,BOL,The Strongest,Juan Aurich,PER,Juan Aurich,2.0,1.0,mandante,1.0,1.0,,,,False,,openfootball
2012,Group,,F,1,2012-03-07,Santos FC,BRA,Santos,Internacional,BRA,Internacional,3.0,1.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,F,1,2012-03-13,Internacional,BRA,Internacional,The Strongest,BOL,The Strongest,5.0,0.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Group,,F,1,2012-03-15,Juan Aurich,PER,Juan Aurich,Santos FC,BRA,Santos,1.0,3.0,visitante,1.0,2.0,,,,False,,openfootball
2012,Group,,F,1,2012-03-21,The Strongest,BOL,The Strongest,Internacional,BRA,Internacional,1.0,1.0,empate,0.0,0.0,,,,False,,openfootball
2012,Group,,F,1,2012-03-22,Santos FC,BRA,Santos,Juan Aurich,PER,Juan Aurich,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,F,1,2012-04-04,Internacional,BRA,Internacional,Santos FC,BRA,Santos,1.0,1.0,empate,1.0,0.0,,,,False,,openfootball
2012,Group,,F,1,2012-04-05,Juan Aurich,PER,Juan Aurich,The Strongest,BOL,The Strongest,1.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,F,1,2012-04-19,Santos FC,BRA,Santos,The Strongest,BOL,The Strongest,2.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,F,1,2012-04-19,Juan Aurich,PER,Juan Aurich,Internacional,BRA,Internacional,1.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,G,1,2012-02-10,Emelec,ECU,Emelec,Club Olimpia,PAR,Olimpia,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,G,1,2012-02-15,Lanús,ARG,Lanús,Flamengo RJ,BRA,Flamengo,1.0,1.0,empate,0.0,1.0,,,,False,,openfootball
2012,Group,,G,1,2012-02-23,Club Olimpia,PAR,Olimpia,Lanús,ARG,Lanús,2.0,1.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,G,1,2012-03-08,Flamengo RJ,BRA,Flamengo,Emelec,ECU,Emelec,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,G,1,2012-03-13,Lanús,ARG,Lanús,Emelec,ECU,Emelec,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,G,1,2012-03-15,Flamengo RJ,BRA,Flamengo,Club Olimpia,PAR,Olimpia,3.0,3.0,empate,1.0,0.0,,,,False,,openfootball
2012,Group,,G,1,2012-03-20,Emelec,ECU,Emelec,Lanús,ARG,Lanús,0.0,2.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,G,1,2012-03-28,Club Olimpia,PAR,Olimpia,Flamengo RJ,BRA,Flamengo,3.0,2.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,G,1,2012-04-03,Lanús,ARG,Lanús,Club Olimpia,PAR,Olimpia,6.0,0.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Group,,G,1,2012-04-04,Emelec,ECU,Emelec,Flamengo RJ,BRA,Flamengo,3.0,2.0,mandante,1.0,2.0,,,,False,,openfootball
2012,Group,,G,1,2012-04-12,Flamengo RJ,BRA,Flamengo,Lanús,ARG,Lanús,3.0,0.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Group,,G,1,2012-04-12,Club Olimpia,PAR,Olimpia,Emelec,ECU,Emelec,2.0,3.0,visitante,1.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-02-08,Unión Española,CHI,Unión Española,Atlético Junior,COL,Junior,2.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-02-09,Universidad Católica,CHI,Universidad Católica,Bolívar,BOL,Bolívar,1.0,1.0,empate,1.0,1.0,,,,False,,openfootball
2012,Group,,C,1,2012-02-21,Bolívar,BOL,Bolívar,Unión Española,CHI,Unión Española,1.0,3.0,visitante,1.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-02-23,Universidad Católica,CHI,Universidad Católica,Atlético Junior,COL,Junior,2.0,2.0,empate,2.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-03-06,Unión Española,CHI,Unión Española,Universidad Católica,CHI,Universidad Católica,1.0,1.0,empate,1.0,1.0,,,,False,,openfootball
2012,Group,,C,1,2012-03-09,Atlético Junior,COL,Junior,Bolívar,BOL,Bolívar,0.0,1.0,visitante,0.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-03-20,Bolívar,BOL,Bolívar,Atlético Junior,COL,Junior,2.0,1.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-03-28,Universidad Católica,CHI,Universidad Católica,Unión Española,CHI,Unión Española,2.0,1.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-04-04,Atlético Junior,COL,Junior,Universidad Católica,CHI,Universidad Católica,3.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-04-10,Unión Española,CHI,Unión Española,Bolívar,BOL,Bolívar,2.0,1.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-04-17,Bolívar,BOL,Bolívar,Universidad Católica,CHI,Universidad Católica,3.0,0.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Group,,C,1,2012-04-17,Atlético Junior,COL,Junior,Unión Española,CHI,Unión Española,2.0,1.0,mandante,2.0,1.0,,,,False,,openfootball
2012,Group,,A,1,2012-02-07,Fluminense RJ,BRA,Fluminense,Arsenal de Sarandí,ARG,Arsenal de Sarandí,1.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,A,1,2012-02-14,Zamora FC,VEN,Zamora,Boca Juniors,ARG,Boca Juniors,0.0,0.0,empate,,,,,,False,,openfootball
2012,Group,,A,1,2012-02-21,Arsenal de Sarandí,ARG,Arsenal de Sarandí,Zamora FC,VEN,Zamora,3.0,0.0,mandante,3.0,0.0,,,,False,,openfootball
2012,Group,,A,1,2012-03-07,Boca Juniors,ARG,Boca Juniors,Fluminense RJ,BRA,Fluminense,1.0,2.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,A,1,2012-03-14,Arsenal de Sarandí,ARG,Arsenal de Sarandí,Boca Juniors,ARG,Boca Juniors,1.0,2.0,visitante,1.0,1.0,,,,False,,openfootball
2012,Group,,A,1,2012-03-14,Fluminense RJ,BRA,Fluminense,Zamora FC,VEN,Zamora,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,A,1,2012-03-29,Boca Juniors,ARG,Boca Juniors,Arsenal de Sarandí,ARG,Arsenal de Sarandí,2.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,A,1,2012-03-29,Zamora FC,VEN,Zamora,Fluminense RJ,BRA,Fluminense,0.0,1.0,visitante,0.0,0.0,,,,False,,openfootball
2012,Group,,A,1,2012-04-10,Zamora FC,VEN,Zamora,Arsenal de Sarandí,ARG,Arsenal de Sarandí,0.0,1.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,A,1,2012-04-11,Fluminense RJ,BRA,Fluminense,Boca Juniors,ARG,Boca Juniors,0.0,2.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,A,1,2012-04-18,Boca Juniors,ARG,Boca Juniors,Zamora FC,VEN,Zamora,2.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,A,1,2012-04-18,Arsenal de Sarandí,ARG,Arsenal de Sarandí,Fluminense RJ,BRA,Fluminense,1.0,2.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,D,1,2012-02-08,Vasco da Gama RJ,BRA,Vasco,Nacional,URU,Nacional,1.0,2.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,D,1,2012-02-09,Libertad,PAR,Libertad,Alianza Lima,PER,Alianza Lima,4.0,1.0,mandante,0.0,1.0,,,,False,,openfootball
2012,Group,,D,1,2012-02-16,Nacional,URU,Nacional,Libertad,PAR,Libertad,1.0,2.0,visitante,1.0,0.0,,,,False,,openfootball
2012,Group,,D,1,2012-03-06,Vasco da Gama RJ,BRA,Vasco,Alianza Lima,PER,Alianza Lima,3.0,2.0,mandante,1.0,1.0,,,,False,,openfootball
2012,Group,,D,1,2012-03-13,Alianza Lima,PER,Alianza Lima,Nacional,URU,Nacional,1.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,D,1,2012-03-14,Libertad,PAR,Libertad,Vasco da Gama RJ,BRA,Vasco,1.0,1.0,empate,0.0,1.0,,,,False,,openfootball
2012,Group,,D,1,2012-03-21,Vasco da Gama RJ,BRA,Vasco,Libertad,PAR,Libertad,2.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,D,1,2012-03-27,Nacional,URU,Nacional,Alianza Lima,PER,Alianza Lima,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,D,1,2012-04-03,Alianza Lima,PER,Alianza Lima,Vasco da Gama RJ,BRA,Vasco,1.0,2.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,D,1,2012-04-05,Libertad,PAR,Libertad,Nacional,URU,Nacional,2.0,1.0,mandante,0.0,1.0,,,,False,,openfootball
2012,Group,,D,1,2012-04-12,Alianza Lima,PER,Alianza Lima,Libertad,PAR,Libertad,1.0,2.0,visitante,1.0,0.0,,,,False,,openfootball
2012,Group,,D,1,2012-04-12,Nacional,URU,Nacional,Vasco da Gama RJ,BRA,Vasco,0.0,1.0,visitante,0.0,0.0,,,,False,,openfootball
2012,Group,,E,1,2012-02-08,Club Nacional,PAR,Nacional,Cruz Azul,MEX,Cruz Azul,1.0,2.0,visitante,1.0,2.0,,,,False,,openfootball
2012,Group,,E,1,2012-02-15,Deportivo Táchira,VEN,Deportivo Táchira,Corinthians SP,BRA,Corinthians,1.0,1.0,empate,1.0,0.0,,,,False,,openfootball
2012,Group,,E,1,2012-02-22,Cruz Azul,MEX,Cruz Azul,Deportivo Táchira,VEN,Deportivo Táchira,4.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,E,1,2012-03-07,Corinthians SP,BRA,Corinthians,Club Nacional,PAR,Nacional,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,E,1,2012-03-13,Club Nacional,PAR,Nacional,Deportivo Táchira,VEN,Deportivo Táchira,3.0,2.0,mandante,0.0,1.0,,,,False,,openfootball
2012,Group,,E,1,2012-03-14,Cruz Azul,MEX,Cruz Azul,Corinthians SP,BRA,Corinthians,0.0,0.0,empate,,,,,,False,,openfootball
2012,Group,,E,1,2012-03-21,Corinthians SP,BRA,Corinthians,Cruz Azul,MEX,Cruz Azul,1.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,E,1,2012-03-27,Deportivo Táchira,VEN,Deportivo Táchira,Club Nacional,PAR,Nacional,0.0,0.0,empate,,,,,,False,,openfootball
2012,Group,,E,1,2012-04-03,Deportivo Táchira,VEN,Deportivo Táchira,Cruz Azul,MEX,Cruz Azul,1.0,1.0,empate,1.0,0.0,,,,False,,openfootball
2012,Group,,E,1,2012-04-11,Club Nacional,PAR,Nacional,Corinthians SP,BRA,Corinthians,1.0,3.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,E,1,2012-04-18,Corinthians SP,BRA,Corinthians,Deportivo Táchira,VEN,Deportivo Táchira,6.0,0.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Group,,E,1,2012-04-18,Cruz Azul,MEX,Cruz Azul,Club Nacional,PAR,Nacional,4.0,1.0,mandante,2.0,1.0,,,,False,,openfootball
2012,Group,,B,1,2012-02-07,Defensor Sporting,URU,Defensor Sporting,Vélez Sarsfield,ARG,Vélez Sarsfield,0.0,3.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,B,1,2012-02-08,Deportivo Guadalajara,MEX,Guadalajara,Deportivo Quito,ECU,Deportivo Quito,1.0,1.0,empate,0.0,1.0,,,,False,,openfootball
2012,Group,,B,1,2012-02-14,Defensor Sporting,URU,Defensor Sporting,Deportivo Quito,ECU,Deportivo Quito,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,B,1,2012-02-22,Vélez Sarsfield,ARG,Vélez Sarsfield,Deportivo Guadalajara,MEX,Guadalajara,3.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,B,1,2012-03-07,Deportivo Quito,ECU,Deportivo Quito,Vélez Sarsfield,ARG,Vélez Sarsfield,3.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,B,1,2012-03-14,Deportivo Guadalajara,MEX,Guadalajara,Defensor Sporting,URU,Defensor Sporting,1.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,B,1,2012-03-22,Vélez Sarsfield,ARG,Vélez Sarsfield,Deportivo Quito,ECU,Deportivo Quito,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,B,1,2012-03-28,Defensor Sporting,URU,Defensor Sporting,Deportivo Guadalajara,MEX,Guadalajara,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,B,1,2012-04-10,Deportivo Quito,ECU,Deportivo Quito,Defensor Sporting,URU,Defensor Sporting,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,B,1,2012-04-11,Deportivo Guadalajara,MEX,Guadalajara,Vélez Sarsfield,ARG,Vélez Sarsfield,0.0,2.0,visitante,0.0,0.0,,,,False,,openfootball
2012,Group,,B,1,2012-04-17,Deportivo Quito,ECU,Deportivo Quito,Deportivo Guadalajara,MEX,Guadalajara,5.0,0.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Group,,B,1,2012-04-17,Vélez Sarsfield,ARG,Vélez Sarsfield,Defensor Sporting,URU,Defensor Sporting,1.0,3.0,visitante,0.0,2.0,,,,False,,openfootball
2012,Group,,H,1,2012-02-15,Atlético Nacional,COL,Atlético Nacional,Universidad de Chile,CHI,Universidad de Chile,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,H,1,2012-02-16,Godoy Cruz,ARG,Godoy Cruz,Peñarol,URU,Peñarol,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Group,,H,1,2012-02-21,Peñarol,URU,Peñarol,Atlético Nacional,COL,Atlético Nacional,0.0,4.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,H,1,2012-02-22,Universidad de Chile,CHI,Universidad de Chile,Godoy Cruz,ARG,Godoy Cruz,5.0,1.0,mandante,3.0,0.0,,,,False,,openfootball
2012,Group,,H,1,2012-03-06,Peñarol,URU,Peñarol,Universidad de Chile,CHI,Universidad de Chile,1.0,1.0,empate,1.0,1.0,,,,False,,openfootball
2012,Group,,H,1,2012-03-08,Godoy Cruz,ARG,Godoy Cruz,Atlético Nacional,COL,Atlético Nacional,4.0,4.0,empate,2.0,2.0,,,,False,,openfootball
2012,Group,,H,1,2012-03-22,Atlético Nacional,COL,Atlético Nacional,Godoy Cruz,ARG,Godoy Cruz,2.0,2.0,empate,1.0,2.0,,,,False,,openfootball
2012,Group,,H,1,2012-03-27,Universidad de Chile,CHI,Universidad de Chile,Peñarol,URU,Peñarol,2.0,1.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,H,1,2012-04-04,Godoy Cruz,ARG,Godoy Cruz,Universidad de Chile,CHI,Universidad de Chile,0.0,1.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Group,,H,1,2012-04-10,Atlético Nacional,COL,Atlético Nacional,Peñarol,URU,Peñarol,3.0,0.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Group,,H,1,2012-04-19,Universidad de Chile,CHI,Universidad de Chile,Atlético Nacional,COL,Atlético Nacional,2.0,1.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Group,,H,1,2012-04-19,Peñarol,URU,Peñarol,Godoy Cruz,ARG,Godoy Cruz,4.0,2.0,mandante,1.0,2.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,1,2012-04-25,Bolívar,BOL,Bolívar,Santos FC,BRA,Santos,2.0,1.0,mandante,1.0,1.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,1,2012-04-25,Internacional,BRA,Internacional,Fluminense RJ,BRA,Fluminense,0.0,0.0,empate,,,,,,False,,openfootball
2012,Playoffs,Round of 16,,1,2012-05-01,Atlético Nacional,COL,Atlético Nacional,Vélez Sarsfield,ARG,Vélez Sarsfield,0.0,1.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,1,2012-05-01,Cruz Azul,MEX,Cruz Azul,Libertad,PAR,Libertad,1.0,1.0,empate,1.0,0.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,1,2012-05-02,Boca Juniors,ARG,Boca Juniors,Unión Española,CHI,Unión Española,2.0,1.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,1,2012-05-02,Emelec,ECU,Emelec,Corinthians SP,BRA,Corinthians,0.0,0.0,empate,,,,,,False,,openfootball
2012,Playoffs,Round of 16,,1,2012-05-02,Vasco da Gama RJ,BRA,Vasco,Lanús,ARG,Lanús,2.0,1.0,mandante,2.0,0.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,1,2012-05-03,Deportivo Quito,ECU,Deportivo Quito,Universidad de Chile,CHI,Universidad de Chile,4.0,1.0,mandante,2.0,1.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,2,2012-05-08,Vélez Sarsfield,ARG,Vélez Sarsfield,Atlético Nacional,COL,Atlético Nacional,1.0,1.0,empate,0.0,0.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,2,2012-05-08,Libertad,PAR,Libertad,Cruz Azul,MEX,Cruz Azul,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,2,2012-05-09,Unión Española,CHI,Unión Española,Boca Juniors,ARG,Boca Juniors,2.0,3.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,2,2012-05-09,Corinthians SP,BRA,Corinthians,Emelec,ECU,Emelec,3.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,2,2012-05-09,Lanús,ARG,Lanús,Vasco da Gama RJ,BRA,Vasco,2.0,1.0,mandante,0.0,1.0,4.0,5.0,Vasco da Gama RJ,True,,openfootball
2012,Playoffs,Round of 16,,2,2012-05-10,Santos FC,BRA,Santos,Bolívar,BOL,Bolívar,8.0,0.0,mandante,5.0,0.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,2,2012-05-10,Fluminense RJ,BRA,Fluminense,Internacional,BRA,Internacional,2.0,1.0,mandante,2.0,1.0,,,,False,,openfootball
2012,Playoffs,Round of 16,,2,2012-05-10,Universidad de Chile,CHI,Universidad de Chile,Deportivo Quito,ECU,Deportivo Quito,6.0,0.0,mandante,3.0,0.0,,,,False,,openfootball
2012,Finals,Quarterfinals,,1,2012-05-16,Libertad,PAR,Libertad,Universidad de Chile,CHI,Universidad de Chile,1.0,1.0,empate,1.0,0.0,,,,False,,openfootball
2012,Finals,Quarterfinals,,1,2012-05-16,Vasco da Gama RJ,BRA,Vasco,Corinthians SP,BRA,Corinthians,0.0,0.0,empate,,,,,,False,,openfootball
2012,Finals,Quarterfinals,,1,2012-05-17,Boca Juniors,ARG,Boca Juniors,Fluminense RJ,BRA,Fluminense,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Finals,Quarterfinals,,1,2012-05-17,Vélez Sarsfield,ARG,Vélez Sarsfield,Santos FC,BRA,Santos,1.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Finals,Quarterfinals,,2,2012-05-23,Fluminense RJ,BRA,Fluminense,Boca Juniors,ARG,Boca Juniors,1.0,1.0,empate,1.0,0.0,,,,False,,openfootball
2012,Finals,Quarterfinals,,2,2012-05-23,Corinthians SP,BRA,Corinthians,Vasco da Gama RJ,BRA,Vasco,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2012,Finals,Quarterfinals,,2,2012-05-24,Santos FC,BRA,Santos,Vélez Sarsfield,ARG,Vélez Sarsfield,1.0,0.0,mandante,0.0,0.0,4.0,2.0,Santos FC,True,,openfootball
2012,Finals,Quarterfinals,,2,2012-05-24,Universidad de Chile,CHI,Universidad de Chile,Libertad,PAR,Libertad,1.0,1.0,empate,1.0,1.0,5.0,3.0,Universidad de Chile,True,,openfootball
2012,Finals,Semifinals,,1,2012-06-13,Santos FC,BRA,Santos,Corinthians SP,BRA,Corinthians,0.0,1.0,visitante,0.0,1.0,,,,False,,openfootball
2012,Finals,Semifinals,,1,2012-06-14,Boca Juniors,ARG,Boca Juniors,Universidad de Chile,CHI,Universidad de Chile,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2012,Finals,Semifinals,,2,2012-06-20,Corinthians SP,BRA,Corinthians,Santos FC,BRA,Santos,1.0,1.0,empate,0.0,1.0,,,,False,,openfootball
2012,Finals,Semifinals,,2,2012-06-21,Universidad de Chile,CHI,Universidad de Chile,Boca Juniors,ARG,Boca Juniors,0.0,0.0,empate,,,,,,False,,openfootball
2012,Finals,Final,,1,2012-06-27,Boca Juniors,ARG,Boca Juniors,Corinthians SP,BRA,Corinthians,1.0,1.0,empate,0.0,0.0,,,,False,,openfootball
2012,Finals,Final,,2,2012-07-04,Corinthians SP,BRA,Corinthians,Boca Juniors,ARG,Boca Juniors,2.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2013,Qualifying,Round 1,,1,2013-01-22,Tigre,ARG,Tigre,Deportivo Anzoátegui,VEN,Deportivo Anzoátegui,2.0,1.0,mandante,0.0,1.0,,,,False,,openfootball
2013,Qualifying,Round 1,,1,2013-01-22,Club León,MEX,León,Deportes Iquique,CHI,Iquique,1.0,1.0,empate,0.0,1.0,,,,False,,openfootball
2013,Qualifying,Round 1,,1,2013-01-23,LDU Quito,ECU,LDU,Grêmio Porto Alegre,BRA,Grêmio,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2013,Qualifying,Round 1,,1,2013-01-23,São Paulo FC,BRA,São Paulo,Bolívar,BOL,Bolívar,5.0,0.0,mandante,3.0,0.0,,,,False,,openfootball
2013,Qualifying,Round 1,,1,2013-01-24,Defensor Sporting,URU,Defensor Sporting,Club Olimpia,PAR,Olimpia,0.0,0.0,empate,,,,,,False,,openfootball
2013,Qualifying,Round 1,,1,2013-01-24,Deportes Tolima,COL,Tolima,Universidad Cesar Vallejo,PER,Universidad César Vallejo,1.0,0.0,mandante,0.0,0.0,,,,False,,openfootball
2013,Qualifying,Round 1,,2,2013-01-29,Deportivo Anzoátegui,VEN,Deportivo Anzoátegui,Tigre,ARG,Tigre,0.0,3.0,visitante,0.0,1.0,,,,False,,openfootball
2013,Qualifying,Round 1,,2,2013-01-29,Deportes Iquique,CHI,Iquique,Club León,MEX,León,1.0,1.0,empate,0.0,0.0,4.0,2.0,Deportes Iquique,True,,openfootball
2013,Qualifying,Round 1,,2,2013-01-30,Grêmio Porto Alegre,BRA,Grêmio,LDU Quito,ECU,LDU,1.0,0.0,mandante,0.0,0.0,5.0,4.0,Grêmio Porto Alegre,True,,openfootball
2013,Qualifying,Round 1,,2,2013-01-30,Bolívar,BOL,Bolívar,São Paulo FC,BRA,São Paulo,4.0,3.0,mandante,1.0,3.0,,,,False,,openfootball
2013,Qualifying,Round 1,,2,2013-01-31,Club Olimpia,PAR,Olimpia,Defensor Sporting,URU,Defensor Sporting,2.0,0.0,mandante,1.0,0.0,,,,False,,openfootball
2013,Qualifying,Round 1,,2,2013-01-31,Universidad Cesar Vallejo,PER,Universidad César Vallejo,Deportes Tolima,COL,Tolima,1.0,1.0,empate,1.0,0.0,,,,False,,openfootball
2013,Group,,A,1,2013-02-12,Nacional,URU,Nacional,Barcelona,ECU,Barcelona SC,2.0,2.0,empate,0.0,2.0,,,,False,,openfootball
2013,Group,,A,1,2013-02-13,Boca Juniors,ARG,Boca Juniors,Deportivo Toluca,MEX,Toluca,1.0,2.0,visitante,1.0,0.0,,,,False,,openfootball
2013,Group,,A,1,2013-02-19,Deportivo Toluca,MEX,Toluca,Nacional,URU,Nacional,2.0,3.0,visitante,1.0,0.0,,,,False,,openfootball
2013,Group,,A,1,2013-02-27,Barcelona,ECU,Barcelona SC,Boca Juniors,ARG,Boca Juniors,1.0,2.0,visitante,0.0,0.0,,,,False,,openfootball
2013,Group,,A,1,2013-03-07,Deportivo Toluca,MEX,Toluca,Barcelona,ECU,Barcelona SC,1.0,1.0,empate,0.0,1.0,,,,False,,openfootball
2013,Group,,A,1,2013-03-07,Boca Juniors,ARG,Boca Juniors,Nacional,URU,Nacional,0.0,1.0,visitante,0.0,1.0,,,,False,,openfootball
2013,Group,,A,1,2013-03-13,Barcelona,ECU,Barcelona SC,Deportivo Toluca,MEX,Toluca,0.0,0.0,empate,,,,,,False,,openfootball
